Index,Date,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,Rented Bike Count
3757,06/05/2018,13,16.4,94,0.9,1947,15.4,0.78,0.0,0.0,Spring,No Holiday,Yes,211
3758,06/05/2018,14,17.2,85,1.3,2000,14.6,0.94,0.0,0.0,Spring,No Holiday,Yes,384
3759,06/05/2018,15,17.8,77,1.6,2000,13.7,1.13,0.0,0.0,Spring,No Holiday,Yes,770
3760,06/05/2018,16,19.5,66,1.7,2000,12.9,1.71,0.0,0.0,Spring,No Holiday,Yes,1482
3761,06/05/2018,17,20.2,62,1.1,2000,12.6,1.74,0.0,0.0,Spring,No Holiday,Yes,1737
3762,06/05/2018,18,20.2,66,1.0,2000,13.6,1.1,0.0,0.0,Spring,No Holiday,Yes,1848
3763,06/05/2018,19,19.0,70,0.7,2000,13.3,0.33,0.0,0.0,Spring,No Holiday,Yes,1639
3764,06/05/2018,20,17.6,77,1.2,2000,13.5,0.01,0.0,0.0,Spring,No Holiday,Yes,1526
3765,06/05/2018,21,16.8,79,0.6,2000,13.1,0.0,0.0,0.0,Spring,No Holiday,Yes,1450
3766,06/05/2018,22,16.4,80,1.2,2000,12.9,0.0,0.0,0.0,Spring,No Holiday,Yes,1290
3767,06/05/2018,23,15.9,83,0.6,2000,13.0,0.0,0.0,0.0,Spring,No Holiday,Yes,1016
3768,07/05/2018,0,15.5,85,0.9,2000,12.9,0.0,0.0,0.0,Spring,No Holiday,Yes,778
3769,07/05/2018,1,15.1,84,0.3,1858,12.4,0.0,0.0,0.0,Spring,No Holiday,Yes,609
3770,07/05/2018,2,14.8,85,0.4,1831,12.2,0.0,0.0,0.0,Spring,No Holiday,Yes,404
3771,07/05/2018,3,14.7,82,0.8,1822,11.6,0.0,0.0,0.0,Spring,No Holiday,Yes,249
3772,07/05/2018,4,14.4,85,0.8,1437,11.9,0.0,0.0,0.0,Spring,No Holiday,Yes,185
3773,07/05/2018,5,14.2,85,0.5,1412,11.7,0.0,0.0,0.0,Spring,No Holiday,Yes,170
3774,07/05/2018,6,14.0,87,0.8,1334,11.8,0.01,0.0,0.0,Spring,No Holiday,Yes,221
3775,07/05/2018,7,14.2,81,0.3,1991,10.9,0.13,0.0,0.0,Spring,No Holiday,Yes,389
3776,07/05/2018,8,14.8,80,0.3,1921,11.3,0.31,0.0,0.0,Spring,No Holiday,Yes,600
3777,07/05/2018,9,15.9,72,0.5,1835,10.8,0.67,0.0,0.0,Spring,No Holiday,Yes,737
3778,07/05/2018,10,17.5,63,0.6,1916,10.3,0.96,0.0,0.0,Spring,No Holiday,Yes,895
3779,07/05/2018,11,20.2,45,1.1,1894,7.8,2.33,0.0,0.0,Spring,No Holiday,Yes,1167
3780,07/05/2018,12,22.9,35,0.8,1948,6.6,3.05,0.0,0.0,Spring,No Holiday,Yes,1414
3781,07/05/2018,13,23.7,44,1.7,1897,10.7,2.35,0.0,0.0,Spring,No Holiday,Yes,1665
3782,07/05/2018,14,24.1,42,1.2,1770,10.3,1.93,0.0,0.0,Spring,No Holiday,Yes,1970
3783,07/05/2018,15,24.6,38,2.1,1478,9.3,1.85,0.0,0.0,Spring,No Holiday,Yes,2191
3784,07/05/2018,16,24.5,38,2.2,1903,9.2,1.1,0.0,0.0,Spring,No Holiday,Yes,2213
3785,07/05/2018,17,25.5,31,2.3,1974,7.1,1.5,0.0,0.0,Spring,No Holiday,Yes,2392
3786,07/05/2018,18,25.1,32,2.4,1899,7.2,1.1,0.0,0.0,Spring,No Holiday,Yes,2268
3787,07/05/2018,19,23.5,48,1.5,1929,11.8,0.4,0.0,0.0,Spring,No Holiday,Yes,1664
3788,07/05/2018,20,20.9,61,2.7,1523,13.0,0.01,0.0,0.0,Spring,No Holiday,Yes,1912
3789,07/05/2018,21,19.6,64,1.5,1297,12.5,0.0,0.0,0.0,Spring,No Holiday,Yes,1717
3790,07/05/2018,22,18.6,69,1.7,1047,12.7,0.0,0.0,0.0,Spring,No Holiday,Yes,1336
3791,07/05/2018,23,17.5,69,1.5,978,11.7,0.0,0.0,0.0,Spring,No Holiday,Yes,994
3792,08/05/2018,0,16.4,72,0.8,1046,11.3,0.0,0.0,0.0,Spring,No Holiday,Yes,712
3793,08/05/2018,1,16.0,64,1.0,1600,9.1,0.0,0.0,0.0,Spring,No Holiday,Yes,430
3794,08/05/2018,2,15.5,65,1.3,1953,8.9,0.0,0.0,0.0,Spring,No Holiday,Yes,287
3795,08/05/2018,3,15.6,63,1.7,2000,8.5,0.0,0.0,0.0,Spring,No Holiday,Yes,194
3796,08/05/2018,4,15.4,63,1.6,2000,8.3,0.0,0.0,0.0,Spring,No Holiday,Yes,155
3797,08/05/2018,5,15.0,64,1.6,2000,8.2,0.0,0.0,0.0,Spring,No Holiday,Yes,200
3798,08/05/2018,6,14.8,64,1.5,2000,8.0,0.02,0.0,0.0,Spring,No Holiday,Yes,555
3799,08/05/2018,7,15.3,60,2.0,2000,7.5,0.35,0.0,0.0,Spring,No Holiday,Yes,1280
3800,08/05/2018,8,16.9,54,1.7,2000,7.5,1.08,0.0,0.0,Spring,No Holiday,Yes,1976
3801,08/05/2018,9,18.5,51,1.4,1955,8.1,1.74,0.0,0.0,Spring,No Holiday,Yes,1128
3802,08/05/2018,10,20.0,48,1.9,2000,8.6,2.46,0.0,0.0,Spring,No Holiday,Yes,792
3803,08/05/2018,11,21.0,45,1.6,2000,8.6,2.89,0.0,0.0,Spring,No Holiday,Yes,956
3804,08/05/2018,12,21.5,44,2.1,1986,8.7,3.15,0.0,0.0,Spring,No Holiday,Yes,1135
3805,08/05/2018,13,21.7,44,2.1,2000,8.9,2.46,0.0,0.0,Spring,No Holiday,Yes,1117
3806,08/05/2018,14,22.2,42,1.7,2000,8.6,2.29,0.0,0.0,Spring,No Holiday,Yes,1096
3807,08/05/2018,15,22.4,39,1.9,2000,7.7,2.16,0.0,0.0,Spring,No Holiday,Yes,1267
3808,08/05/2018,16,22.0,41,1.7,2000,8.1,2.04,0.0,0.0,Spring,No Holiday,Yes,1457
3809,08/05/2018,17,21.7,38,2.0,2000,6.7,1.17,0.0,0.0,Spring,No Holiday,Yes,2020
3810,08/05/2018,18,20.7,40,1.4,2000,6.6,1.06,0.0,0.0,Spring,No Holiday,Yes,2142
3811,08/05/2018,19,17.9,42,2.1,2000,4.7,0.37,0.0,0.0,Spring,No Holiday,Yes,2241
3812,08/05/2018,20,15.8,47,1.8,2000,4.4,0.01,0.0,0.0,Spring,No Holiday,Yes,1726
3813,08/05/2018,21,14.5,49,1.9,2000,3.8,0.0,0.0,0.0,Spring,No Holiday,Yes,1513
3814,08/05/2018,22,13.2,54,2.2,2000,4.0,0.0,0.0,0.0,Spring,No Holiday,Yes,1283
3815,08/05/2018,23,12.2,57,1.9,2000,3.9,0.0,0.0,0.0,Spring,No Holiday,Yes,767
3816,09/05/2018,0,11.6,57,1.9,2000,3.3,0.0,0.0,0.0,Spring,No Holiday,Yes,552
3817,09/05/2018,1,11.3,58,1.3,2000,3.3,0.0,0.0,0.0,Spring,No Holiday,Yes,34
3818,09/05/2018,2,10.9,59,1.1,2000,3.1,0.0,0.0,0.0,Spring,No Holiday,Yes,245
3819,09/05/2018,3,10.5,59,1.0,2000,2.8,0.0,0.0,0.0,Spring,No Holiday,Yes,187
3820,09/05/2018,4,10.0,64,1.5,2000,3.4,0.0,0.0,0.0,Spring,No Holiday,Yes,114
3821,09/05/2018,5,9.5,65,0.9,2000,3.2,0.0,0.0,0.0,Spring,No Holiday,Yes,203
3822,09/05/2018,6,9.2,64,1.0,2000,2.7,0.02,0.0,0.0,Spring,No Holiday,Yes,556
3823,09/05/2018,7,10.0,59,1.1,2000,2.3,0.36,0.0,0.0,Spring,No Holiday,Yes,1333
3824,09/05/2018,8,12.3,53,1.6,2000,2.9,1.09,0.0,0.0,Spring,No Holiday,Yes,2068
3825,09/05/2018,9,14.4,46,1.2,1899,2.9,1.77,0.0,0.0,Spring,No Holiday,Yes,928
3826,09/05/2018,10,16.1,43,1.4,1985,3.5,2.41,0.0,0.0,Spring,No Holiday,Yes,954
3827,09/05/2018,11,17.6,40,1.4,1955,3.8,2.88,0.0,0.0,Spring,No Holiday,Yes,1015
3828,09/05/2018,12,18.7,39,1.9,1925,4.4,3.21,0.0,0.0,Spring,No Holiday,Yes,1242
3829,09/05/2018,13,20.1,36,1.1,1933,4.5,3.34,0.0,0.0,Spring,No Holiday,Yes,1188
3830,09/05/2018,14,20.7,36,2.2,1788,5.0,3.1,0.0,0.0,Spring,No Holiday,Yes,1186
3831,09/05/2018,15,21.2,35,2.9,1733,5.1,2.88,0.0,0.0,Spring,No Holiday,Yes,1324
3832,09/05/2018,16,21.4,35,2.7,1838,5.2,2.38,0.0,0.0,Spring,No Holiday,Yes,1603
3833,09/05/2018,17,21.3,34,2.7,1967,4.7,1.82,0.0,0.0,Spring,No Holiday,Yes,2034
3834,09/05/2018,18,20.6,41,2.3,2000,6.8,1.1,0.0,0.0,Spring,No Holiday,Yes,3130
3835,09/05/2018,19,18.8,47,2.8,1988,7.2,0.4,0.0,0.0,Spring,No Holiday,Yes,2405
3836,09/05/2018,20,17.3,53,1.9,2000,7.6,0.01,0.0,0.0,Spring,No Holiday,Yes,1979
3837,09/05/2018,21,16.4,56,0.8,2000,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes,1940
3838,09/05/2018,22,15.9,60,2.6,2000,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes,1602
3839,09/05/2018,23,15.2,62,1.4,2000,7.9,0.0,0.0,0.0,Spring,No Holiday,Yes,1073
3840,10/05/2018,0,14.5,63,0.9,2000,7.5,0.0,0.0,0.0,Spring,No Holiday,No,0
3841,10/05/2018,1,13.9,66,1.0,1960,7.6,0.0,0.0,0.0,Spring,No Holiday,No,0
3842,10/05/2018,2,13.1,73,1.9,1895,8.3,0.0,0.0,0.0,Spring,No Holiday,No,0
3843,10/05/2018,3,12.9,74,1.7,1698,8.3,0.0,0.0,0.0,Spring,No Holiday,No,0
3844,10/05/2018,4,12.0,79,0.6,1351,8.4,0.0,0.0,0.0,Spring,No Holiday,No,0
3845,10/05/2018,5,11.5,80,0.9,974,8.1,0.0,0.0,0.0,Spring,No Holiday,No,0
3846,10/05/2018,6,11.4,80,1.0,885,8.0,0.02,0.0,0.0,Spring,No Holiday,No,0
3847,10/05/2018,7,12.1,71,1.6,876,6.9,0.34,0.0,0.0,Spring,No Holiday,No,0
3848,10/05/2018,8,13.5,63,2.2,1211,6.5,1.01,0.0,0.0,Spring,No Holiday,No,0
3849,10/05/2018,9,15.5,55,1.7,1318,6.4,1.76,0.0,0.0,Spring,No Holiday,No,0
3850,10/05/2018,10,17.3,52,2.3,1235,7.3,2.38,0.0,0.0,Spring,No Holiday,No,0
3851,10/05/2018,11,18.3,51,3.1,1015,7.9,2.84,0.0,0.0,Spring,No Holiday,No,0
3852,10/05/2018,12,19.8,49,2.3,1320,8.7,3.17,0.0,0.0,Spring,No Holiday,No,0
3853,10/05/2018,13,20.7,46,2.9,1078,8.6,3.26,0.0,0.0,Spring,No Holiday,No,0
3854,10/05/2018,14,21.2,47,3.7,1142,9.4,3.22,0.0,0.0,Spring,No Holiday,No,0
3855,10/05/2018,15,20.4,51,4.0,946,9.9,2.87,0.0,0.0,Spring,No Holiday,No,0
3856,10/05/2018,16,19.6,54,3.9,1154,10.0,2.41,0.0,0.0,Spring,No Holiday,No,0
3857,10/05/2018,17,19.2,54,3.4,1075,9.6,1.83,0.0,0.0,Spring,No Holiday,No,0
3858,10/05/2018,18,18.0,61,3.5,790,10.3,1.05,0.0,0.0,Spring,No Holiday,No,0
3859,10/05/2018,19,15.5,74,3.6,675,10.8,0.35,0.0,0.0,Spring,No Holiday,No,0
3860,10/05/2018,20,13.6,82,2.1,520,10.5,0.02,0.0,0.0,Spring,No Holiday,No,0
3861,10/05/2018,21,12.6,85,2.4,460,10.1,0.0,0.0,0.0,Spring,No Holiday,No,0
3862,10/05/2018,22,12.3,85,2.3,452,9.8,0.0,0.0,0.0,Spring,No Holiday,No,0
3863,10/05/2018,23,12.4,85,1.1,369,9.9,0.0,0.0,0.0,Spring,No Holiday,No,0
3864,11/05/2018,0,12.5,84,1.5,334,9.8,0.0,0.0,0.0,Spring,No Holiday,Yes,724
3865,11/05/2018,1,12.4,84,1.8,287,9.7,0.0,0.0,0.0,Spring,No Holiday,Yes,565
3866,11/05/2018,2,12.1,85,1.4,321,9.6,0.0,0.0,0.0,Spring,No Holiday,Yes,378
3867,11/05/2018,3,12.0,86,0.9,297,9.7,0.0,0.0,0.0,Spring,No Holiday,Yes,252
3868,11/05/2018,4,11.9,85,0.7,315,9.4,0.0,0.0,0.0,Spring,No Holiday,Yes,154
3869,11/05/2018,5,11.9,84,1.5,358,9.2,0.0,0.0,0.0,Spring,No Holiday,Yes,223
3870,11/05/2018,6,12.0,83,0.4,321,9.1,0.01,0.0,0.0,Spring,No Holiday,Yes,486
3871,11/05/2018,7,12.4,82,1.0,314,9.4,0.1,0.0,0.0,Spring,No Holiday,Yes,1156
3872,11/05/2018,8,13.1,78,1.2,330,9.3,0.41,0.0,0.0,Spring,No Holiday,Yes,1881
3873,11/05/2018,9,14.3,72,0.7,342,9.3,0.84,0.0,0.0,Spring,No Holiday,Yes,850
3874,11/05/2018,10,16.4,64,2.4,423,9.5,2.05,0.0,0.0,Spring,No Holiday,Yes,816
3875,11/05/2018,11,18.3,56,1.4,519,9.3,2.53,0.0,0.0,Spring,No Holiday,Yes,972
3876,11/05/2018,12,20.0,47,1.4,685,8.3,3.08,0.0,0.0,Spring,No Holiday,Yes,1161
3877,11/05/2018,13,20.8,45,2.8,688,8.4,3.17,0.0,0.0,Spring,No Holiday,Yes,1177
3878,11/05/2018,14,21.0,47,2.2,606,9.2,2.52,0.0,0.0,Spring,No Holiday,Yes,1174
3879,11/05/2018,15,19.9,47,3.3,484,8.2,1.83,0.0,0.0,Spring,No Holiday,Yes,1295
3880,11/05/2018,16,19.1,54,3.2,542,9.5,0.94,0.0,0.0,Spring,No Holiday,Yes,1496
3881,11/05/2018,17,18.9,45,2.6,1084,6.6,0.8,0.0,0.0,Spring,No Holiday,Yes,1863
3882,11/05/2018,18,17.9,37,3.1,1819,2.9,0.36,0.0,0.0,Spring,No Holiday,Yes,2701
3883,11/05/2018,19,17.1,51,2.5,1223,6.8,0.06,0.0,0.0,Spring,No Holiday,Yes,1999
3884,11/05/2018,20,16.7,52,0.9,1328,6.7,0.0,0.0,0.0,Spring,No Holiday,Yes,941
3885,11/05/2018,21,16.4,52,1.5,1273,6.5,0.0,0.0,0.0,Spring,No Holiday,Yes,1644
3886,11/05/2018,22,16.2,54,1.1,1327,6.8,0.0,0.0,0.0,Spring,No Holiday,Yes,1556
3887,11/05/2018,23,16.2,50,1.6,1327,5.7,0.0,0.0,0.0,Spring,No Holiday,Yes,1185
3888,12/05/2018,0,16.1,54,1.3,1052,6.7,0.0,0.0,0.0,Spring,No Holiday,Yes,862
3889,12/05/2018,1,15.9,51,1.8,866,5.7,0.0,0.0,0.0,Spring,No Holiday,Yes,669
3890,12/05/2018,2,15.5,62,1.0,730,8.2,0.0,0.0,0.0,Spring,No Holiday,Yes,416
3891,12/05/2018,3,15.2,63,0.5,700,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes,358
3892,12/05/2018,4,15.0,61,0.8,867,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes,207
3893,12/05/2018,5,15.0,61,1.2,903,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes,70
3894,12/05/2018,6,14.4,71,1.3,560,9.2,0.0,0.4,0.0,Spring,No Holiday,Yes,37
3895,12/05/2018,7,13.3,81,1.5,525,10.1,0.04,0.1,0.0,Spring,No Holiday,Yes,43
3896,12/05/2018,8,12.0,87,1.0,296,9.8,0.1,1.0,0.0,Spring,No Holiday,Yes,20
3897,12/05/2018,9,11.8,95,1.0,168,11.0,0.14,3.0,0.0,Spring,No Holiday,Yes,16
3898,12/05/2018,10,11.8,96,1.3,221,11.1,0.12,2.5,0.0,Spring,No Holiday,Yes,6
3899,12/05/2018,11,12.0,96,1.0,184,11.3,0.14,3.5,0.0,Spring,No Holiday,Yes,18
3900,12/05/2018,12,12.3,97,0.8,238,11.8,0.14,2.0,0.0,Spring,No Holiday,Yes,11
3901,12/05/2018,13,12.6,97,0.6,327,12.1,0.14,3.0,0.0,Spring,No Holiday,Yes,19
3902,12/05/2018,14,13.0,97,0.8,211,12.5,0.15,2.0,0.0,Spring,No Holiday,Yes,22
3903,12/05/2018,15,13.3,97,0.8,194,12.8,0.12,3.0,0.0,Spring,No Holiday,Yes,17
3904,12/05/2018,16,13.8,97,0.7,196,13.3,0.12,1.5,0.0,Spring,No Holiday,Yes,34
3905,12/05/2018,17,14.3,98,0.7,270,13.9,0.08,1.5,0.0,Spring,No Holiday,Yes,24
3906,12/05/2018,18,15.4,97,1.9,340,14.9,0.03,2.0,0.0,Spring,No Holiday,Yes,22
3907,12/05/2018,19,15.5,97,0.7,403,15.0,0.0,2.0,0.0,Spring,No Holiday,Yes,29
3908,12/05/2018,20,15.7,97,0.3,343,15.2,0.0,1.0,0.0,Spring,No Holiday,Yes,29
3909,12/05/2018,21,15.8,97,0.6,193,15.3,0.0,0.5,0.0,Spring,No Holiday,Yes,25
3910,12/05/2018,22,15.8,98,0.4,179,15.4,0.0,1.5,0.0,Spring,No Holiday,Yes,30
3911,12/05/2018,23,15.8,98,1.6,235,15.4,0.0,1.0,0.0,Spring,No Holiday,Yes,50
3912,13/05/2018,0,15.5,97,1.5,181,15.0,0.0,0.5,0.0,Spring,No Holiday,Yes,145
3913,13/05/2018,1,15.1,97,1.7,173,14.6,0.0,0.2,0.0,Spring,No Holiday,Yes,178
3914,13/05/2018,2,14.5,97,2.9,359,14.0,0.0,0.1,0.0,Spring,No Holiday,Yes,189
3915,13/05/2018,3,14.2,98,1.5,135,13.8,0.0,0.2,0.0,Spring,No Holiday,Yes,141
3916,13/05/2018,4,13.8,98,2.9,27,13.4,0.0,0.0,0.0,Spring,No Holiday,Yes,83
3917,13/05/2018,5,13.5,98,0.8,105,13.1,0.0,0.0,0.0,Spring,No Holiday,Yes,72
3918,13/05/2018,6,13.5,98,0.4,251,13.1,0.01,0.0,0.0,Spring,No Holiday,Yes,139
3919,13/05/2018,7,13.7,98,1.6,468,13.3,0.1,0.0,0.0,Spring,No Holiday,Yes,220
3920,13/05/2018,8,14.1,98,1.3,834,13.7,0.26,0.0,0.0,Spring,No Holiday,Yes,397
3921,13/05/2018,9,14.8,95,1.0,986,14.0,0.53,0.0,0.0,Spring,No Holiday,Yes,579
3922,13/05/2018,10,15.2,88,2.2,1090,13.2,0.55,0.0,0.0,Spring,No Holiday,Yes,716
3923,13/05/2018,11,16.4,78,1.6,1209,12.5,1.37,0.0,0.0,Spring,No Holiday,Yes,993
3924,13/05/2018,12,18.3,65,1.2,1489,11.5,2.4,0.0,0.0,Spring,No Holiday,Yes,1434
3925,13/05/2018,13,19.1,65,1.9,1145,12.3,2.26,0.0,0.0,Spring,No Holiday,Yes,1839
3926,13/05/2018,14,19.7,64,2.9,929,12.6,1.99,0.0,0.0,Spring,No Holiday,Yes,2055
3927,13/05/2018,15,19.7,63,2.5,941,12.4,2.01,0.0,0.0,Spring,No Holiday,Yes,2329
3928,13/05/2018,16,19.5,65,2.9,857,12.7,1.97,0.0,0.0,Spring,No Holiday,Yes,2379
3929,13/05/2018,17,19.4,63,2.6,1099,12.1,1.61,0.0,0.0,Spring,No Holiday,Yes,2410
3930,13/05/2018,18,19.0,66,1.3,1111,12.4,0.95,0.0,0.0,Spring,No Holiday,Yes,2338
3931,13/05/2018,19,17.6,73,2.0,886,12.6,0.34,0.0,0.0,Spring,No Holiday,Yes,2023
3932,13/05/2018,20,15.6,81,2.3,827,12.3,0.02,0.0,0.0,Spring,No Holiday,Yes,1714
3933,13/05/2018,21,14.1,86,0.9,535,11.7,0.0,0.0,0.0,Spring,No Holiday,Yes,1571
3934,13/05/2018,22,13.5,87,2.2,433,11.3,0.0,0.0,0.0,Spring,No Holiday,Yes,1155
3935,13/05/2018,23,13.0,89,1.3,326,11.2,0.0,0.0,0.0,Spring,No Holiday,Yes,814
3936,14/05/2018,0,12.7,89,1.2,340,10.9,0.0,0.0,0.0,Spring,No Holiday,Yes,581
3937,14/05/2018,1,12.4,94,1.3,307,11.4,0.0,0.0,0.0,Spring,No Holiday,Yes,377
3938,14/05/2018,2,12.1,94,1.6,191,11.1,0.0,0.0,0.0,Spring,No Holiday,Yes,241
3939,14/05/2018,3,11.9,95,1.5,180,11.1,0.0,0.0,0.0,Spring,No Holiday,Yes,167
3940,14/05/2018,4,11.9,94,1.3,210,10.9,0.0,0.0,0.0,Spring,No Holiday,Yes,121
3941,14/05/2018,5,11.9,93,0.8,241,10.7,0.0,0.0,0.0,Spring,No Holiday,Yes,199
3942,14/05/2018,6,12.1,89,0.3,252,10.3,0.02,0.0,0.0,Spring,No Holiday,Yes,552
3943,14/05/2018,7,12.6,85,0.4,292,10.1,0.23,0.0,0.0,Spring,No Holiday,Yes,1251
3944,14/05/2018,8,13.8,79,0.9,313,10.2,0.44,0.0,0.0,Spring,No Holiday,Yes,1997
3945,14/05/2018,9,15.1,74,0.6,437,10.4,0.76,0.0,0.0,Spring,No Holiday,Yes,1106
3946,14/05/2018,10,16.6,67,0.9,479,10.4,1.23,0.0,0.0,Spring,No Holiday,Yes,779
3947,14/05/2018,11,18.5,65,1.4,463,11.7,2.07,0.0,0.0,Spring,No Holiday,Yes,946
3948,14/05/2018,12,20.0,62,1.8,428,12.4,2.38,0.0,0.0,Spring,No Holiday,Yes,1095
3949,14/05/2018,13,21.8,59,1.9,404,13.4,2.74,0.0,0.0,Spring,No Holiday,Yes,1051
3950,14/05/2018,14,23.1,56,1.6,391,13.8,2.67,0.0,0.0,Spring,No Holiday,Yes,1124
3951,14/05/2018,15,24.0,59,1.6,353,15.4,2.24,0.0,0.0,Spring,No Holiday,Yes,1171
3952,14/05/2018,16,24.3,54,2.6,346,14.3,1.81,0.0,0.0,Spring,No Holiday,Yes,1433
3953,14/05/2018,17,24.4,51,1.9,466,13.5,1.42,0.0,0.0,Spring,No Holiday,Yes,1891
3954,14/05/2018,18,23.6,48,3.1,666,11.9,0.85,0.0,0.0,Spring,No Holiday,Yes,2906
3955,14/05/2018,19,22.7,56,1.8,598,13.4,0.31,0.0,0.0,Spring,No Holiday,Yes,2236
3956,14/05/2018,20,21.4,64,2.1,411,14.3,0.02,0.0,0.0,Spring,No Holiday,Yes,1965
3957,14/05/2018,21,20.5,67,1.4,357,14.1,0.0,0.0,0.0,Spring,No Holiday,Yes,1885
3958,14/05/2018,22,19.6,71,0.6,325,14.1,0.0,0.0,0.0,Spring,No Holiday,Yes,1648
3959,14/05/2018,23,18.8,73,0.8,291,13.8,0.0,0.0,0.0,Spring,No Holiday,Yes,1071
3960,15/05/2018,0,18.1,77,0.5,287,13.9,0.0,0.0,0.0,Spring,No Holiday,Yes,764
3961,15/05/2018,1,17.5,78,0.6,277,13.6,0.0,0.0,0.0,Spring,No Holiday,Yes,563
3962,15/05/2018,2,17.1,74,0.4,350,12.4,0.0,0.0,0.0,Spring,No Holiday,Yes,372
3963,15/05/2018,3,16.6,74,0.4,402,11.9,0.0,0.0,0.0,Spring,No Holiday,Yes,241
3964,15/05/2018,4,16.1,74,0.8,440,11.4,0.0,0.0,0.0,Spring,No Holiday,Yes,170
3965,15/05/2018,5,15.7,76,0.6,330,11.4,0.0,0.0,0.0,Spring,No Holiday,Yes,182
3966,15/05/2018,6,15.4,84,0.8,235,12.7,0.03,0.0,0.0,Spring,No Holiday,Yes,562
3967,15/05/2018,7,16.2,79,1.2,239,12.5,0.36,0.0,0.0,Spring,No Holiday,Yes,1239
3968,15/05/2018,8,18.4,68,1.1,254,12.3,0.88,0.0,0.0,Spring,No Holiday,Yes,2059
3969,15/05/2018,9,20.8,53,0.8,381,10.8,1.58,0.0,0.0,Spring,No Holiday,Yes,1148
3970,15/05/2018,10,22.7,37,0.9,879,7.2,2.18,0.0,0.0,Spring,No Holiday,Yes,832
3971,15/05/2018,11,24.8,36,1.8,973,8.7,2.7,0.0,0.0,Spring,No Holiday,Yes,944
3972,15/05/2018,12,26.3,36,1.1,1133,10.0,2.88,0.0,0.0,Spring,No Holiday,Yes,1058
3973,15/05/2018,13,27.8,34,1.5,1306,10.4,3.14,0.0,0.0,Spring,No Holiday,Yes,1080
3974,15/05/2018,14,28.5,33,0.9,1348,10.6,2.51,0.0,0.0,Spring,No Holiday,Yes,1092
3975,15/05/2018,15,29.1,38,1.7,1602,13.3,1.89,0.0,0.0,Spring,No Holiday,Yes,1210
3976,15/05/2018,16,28.8,37,2.4,1629,12.6,1.44,0.0,0.0,Spring,No Holiday,Yes,1458
3977,15/05/2018,17,28.5,43,1.7,1404,14.6,1.06,0.0,0.0,Spring,No Holiday,Yes,1951
3978,15/05/2018,18,27.5,47,2.5,1113,15.1,0.43,0.0,0.0,Spring,No Holiday,Yes,2915
3979,15/05/2018,19,26.9,49,0.9,1063,15.2,0.1,0.0,0.0,Spring,No Holiday,Yes,2248
3980,15/05/2018,20,26.3,53,1.0,908,15.9,0.0,0.0,0.0,Spring,No Holiday,Yes,1958
3981,15/05/2018,21,25.6,56,0.7,884,16.1,0.0,0.0,0.0,Spring,No Holiday,Yes,1944
3982,15/05/2018,22,25.0,59,0.6,742,16.4,0.0,0.0,0.0,Spring,No Holiday,Yes,1640
3983,15/05/2018,23,24.8,60,1.0,795,16.5,0.0,0.0,0.0,Spring,No Holiday,Yes,848
3984,16/05/2018,0,24.4,63,0.8,745,16.8,0.0,0.0,0.0,Spring,No Holiday,Yes,662
3985,16/05/2018,1,24.1,67,0.5,686,17.5,0.0,0.0,0.0,Spring,No Holiday,Yes,502
3986,16/05/2018,2,23.9,69,0.3,531,17.8,0.0,0.2,0.0,Spring,No Holiday,Yes,145
3987,16/05/2018,3,22.6,89,0.7,327,20.6,0.0,0.8,0.0,Spring,No Holiday,Yes,166
3988,16/05/2018,4,22.3,86,0.5,387,19.8,0.0,0.0,0.0,Spring,No Holiday,Yes,124
3989,16/05/2018,5,22.3,87,0.6,399,20.0,0.0,0.0,0.0,Spring,No Holiday,Yes,52
3990,16/05/2018,6,22.1,94,0.9,269,21.0,0.0,2.0,0.0,Spring,No Holiday,Yes,135
3991,16/05/2018,7,22.0,95,0.7,342,21.1,0.0,0.0,0.0,Spring,No Holiday,Yes,367
3992,16/05/2018,8,22.4,93,1.2,683,21.2,0.04,0.0,0.0,Spring,No Holiday,Yes,291
3993,16/05/2018,9,22.8,93,3.1,569,21.6,0.06,4.0,0.0,Spring,No Holiday,Yes,97
3994,16/05/2018,10,22.8,95,1.7,176,21.9,0.05,1.0,0.0,Spring,No Holiday,Yes,81
3995,16/05/2018,11,22.7,93,4.8,832,21.5,0.17,0.0,0.0,Spring,No Holiday,Yes,243
3996,16/05/2018,12,22.9,87,4.0,1497,20.6,0.22,0.0,0.0,Spring,No Holiday,Yes,59
3997,16/05/2018,13,21.8,97,2.4,682,21.2,0.06,35.0,0.0,Spring,No Holiday,Yes,151
3998,16/05/2018,14,22.0,96,2.9,1327,21.3,0.39,0.0,0.0,Spring,No Holiday,Yes,248
3999,16/05/2018,15,22.0,96,2.9,313,21.3,0.2,0.0,0.0,Spring,No Holiday,Yes,240
4000,16/05/2018,16,21.8,97,1.8,206,21.2,0.18,0.0,0.0,Spring,No Holiday,Yes,223
